tier,sample,dino_pf,dino_flat,video,action,total_pf,total_flat,seed
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000005__t0028,0.7304986243271141,0.7303534824478739,0.2638848457432156,1.2995089292526243,0.8181186127221487,0.8180750701583767,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000006__t0047,0.6244813555075954,0.6256841752160657,0.2622489599840729,1.2064777612686155,0.7486101991549468,0.7489710450674879,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000007__t0050,0.7529346629825782,0.7564713073415519,0.2439983950702705,1.4095826148986816,0.8629129633753273,0.8639739566830194,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000008__t0021,0.3747524637583255,0.3702524877358367,0.1571340214194844,1.3656154870986938,0.7058121403928206,0.704462147586074,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000009__t0042,0.7856087360508401,0.7851071716173543,0.2561244666424922,1.1167559623718262,0.7592223457567302,0.7590718764266844,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000010__t0054,0.7502401560904319,0.7499444458494364,0.3109238778441557,1.207938313484192,0.801524535574053,0.8014358225017544,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000011__t0003,0.3459923041371586,0.3455644780760865,0.1813436663253406,1.5226407051086426,0.7672570731822068,0.7671287253638852,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000012__t0012,0.3373753733623819,0.3291217595714253,0.2401182143037268,1.3394804000854492,0.7090402363340124,0.7065641521967254,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000013__t0018,0.3121768727738425,0.3101514410430069,0.1890216439192894,1.5202454328536987,0.7584577281494191,0.7578500986301684,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000014__t0028,0.5784355875487035,0.5682955735642146,0.2132917815655136,1.5389280319213867,0.8530894235028199,0.8500474193074732,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000015__t0005,0.2634519385972733,0.2631085195752518,0.1622510886488136,1.7961875200271606,0.8461859161846904,0.8460828904780839,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000016__t0104,0.6988583828997634,0.7017765423300503,0.3052528801072848,1.32351815700531,0.8306406417042385,0.8315160895333246,0
unseen_general,unseen_general__ZGGZZG__so100_drop0__ep000017__t0009,0.2702407083853295,0.2698827560972584,0.1660923909569501,1.543975830078125,0.748490261833934,0.7483828761475126,0
